"Genotype","Replicate","Environment","Trait","ReactionNorm","BaseShift","Slope","VarianceOffset","VarianceSlope","Covariance"
1,0,1,25.4281528282722,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,1.18367346938776,25.6280917374751,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,1.36734693877551,25.8160489560673,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,1.55102040816327,25.9904403693653,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,1.73469387755102,26.149796196104,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,1.91836734693878,26.2927733758416,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,2.10204081632653,26.4181668883532,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,2.28571428571429,26.524919909613,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,2.46938775510204,26.612132718771,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,2.6530612244898,26.6790702810538,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,2.83673469387755,26.7251684426816,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,3.02040816326531,26.7500386855902,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,3.20408163265306,26.7534714018844,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,3.38775510204082,26.7354376604259,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,3.57142857142857,26.6960894506667,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,3.75510204081633,26.6357584016727,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,3.93877551020408,26.5549529871345,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,4.12244897959184,26.4543542399203,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,4.30612244897959,26.3348100122903,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,4.48979591836735,26.1973278301473,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,4.6734693877551,26.0430664015476,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,4.85714285714286,25.873325851041,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,5.04081632653061,25.6895367621424,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,5.22448979591837,25.493248120289,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,5.40816326530612,25.2861142578982,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,5.59183673469388,25.0698809115547,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,5.77551020408163,24.8463705088386,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,5.95918367346939,24.6174668087963,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,6.14285714285714,24.385099025507,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,6.3265306122449,24.1512255685505,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,6.51020408163265,23.9178175374145,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,6.69387755102041,23.6868421089499,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,6.87755102040816,23.4602459578869,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,7.06122448979592,23.2399388501437,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,7.24489795918367,23.027777547205,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,7.42857142857143,22.8255501572255,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,7.61224489795918,22.634961064747,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,7.79591836734694,22.4576165660436,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,7.97959183673469,22.2950113311608,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,8.16326530612245,22.1485158067467,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,8.3469387755102,22.0193646658456,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,8.53061224489796,21.9086464020002,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,8.71428571428572,21.8172941553622,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,8.89795918367347,21.7460778481319,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,9.08163265306123,21.6955976956073,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,9.26530612244898,21.6662791475342,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,9.44897959183674,21.6583693023898,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,9.63265306122449,21.6719348248222,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,9.81632653061225,21.7068613837967,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,0,10,21.7628546161847,"Sinusoidal",24.2064489331096,0.637066549854353,NA,NA,NA
1,1,1,25.7890297621566,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,1.18367346938776,26.0727437154972,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,1.36734693877551,26.3394556114372,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,1.55102040816327,26.5869175861607,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,1.73469387755102,26.8130440153392,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,1.91836734693878,27.0159290918987,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,2.10204081632653,27.1938628882755,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,2.28571428571429,27.3453457677882,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,2.46938775510204,27.4691010236651,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,2.6530612244898,27.5640856392056,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,2.83673469387755,27.6294990783871,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,3.02040816326531,27.6647900328305,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,3.20408163265306,27.6696610682603,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,3.38775510204082,27.6440711312985,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,3.57142857142857,27.5882358954649,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,3.75510204081633,27.5026259434676,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,3.93877551020408,27.387962801104,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,4.12244897959184,27.2452128561981,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,4.30612244897959,27.0755792138262,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,4.48979591836735,26.8804915564753,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,4.6734693877551,26.6615940945933,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,4.85714285714286,26.4207317090854,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
1,1,5.04081632653061,26.1599344025473,"Sinusoidal",24.0554280170535,0.903999477244317,0.3,0.05,-0.0367423461417477
