"Genotype","Replicate","Environment","Trait","ReactionNorm","BaseShift","Slope","VarianceOffset","VarianceSlope","Covariance"
1,0,1,10.0096040512785,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,1.18367346938776,9.78414950824357,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,1.36734693877551,9.57220572503115,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,1.55102040816327,9.37555897652657,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,1.73469387755102,9.19586661329139,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,1.91836734693878,9.03464309331379,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,2.10204081632653,8.89324721806597,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,2.28571428571429,8.77287068044411,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,2.46938775510204,8.6745280211093,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,2.6530612244898,8.59904807787814,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,2.83673469387755,8.54706700022809,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,3.02040816326531,8.51902288779155,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,3.20408163265306,8.515152098026,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,3.38775510204082,8.53548725417915,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,3.57142857142857,8.57985697033833,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,3.75510204081633,8.64788729588114,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,3.93877551020408,8.73900486715372,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,4.12244897959184,8.85244173981392,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,4.30612244897959,8.98724186111213,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,4.48979591836735,9.14226912756109,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,4.6734693877551,9.31621696008405,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,4.85714285714286,9.50761931594137,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,5.04081632653061,9.71486304462647,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,5.22448979591837,9.9362014835948,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,5.40816326530612,10.1697691792403,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,5.59183673469388,10.4135976090499,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,5.77551020408163,10.6656317724292,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,5.95918367346939,10.9237475103702,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,6.14285714285714,11.1857694079908,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,6.3265306122449,11.4494891290613,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,6.51020408163265,11.7126840279944,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,6.69387755102041,11.9731358824353,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,6.87755102040816,12.2286495885721,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,7.06122448979592,12.4770716616024,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,7.24489795918367,12.7163083854319,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,7.42857142857143,12.9443434586387,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,7.61224489795918,13.1592549879828,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,7.79591836734694,13.3592316862369,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,7.97959183673469,13.5425881378238,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,8.16326530612245,13.7077790035994,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,8.3469387755102,13.8534120450638,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,8.53061224489796,13.9782598582304,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,8.71428571428572,14.0812702182603,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,8.89795918367347,14.1615749476762,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,9.08163265306123,14.2184972334141,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,9.26530612244898,14.251557331044,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,9.44897959183674,14.2604766080853,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,9.63265306122449,14.2451798923374,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,9.81632653061225,14.2057961054358,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,0,10,14.1426571762928,"Sinusoidal",11.3872183160856,-0.71836716751568,NA,NA,NA
1,1,1,9.63253919143813,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,1.18367346938776,9.37112728031666,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,1.36734693877551,9.1253809375105,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,1.55102040816327,8.89737132789958,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,1.73469387755102,8.68902013011529,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,1.91836734693878,8.502083340518,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,2.10204081632653,8.33813647355469,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,2.28571428571429,8.19856128322891,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,2.46938775510204,8.08453411759536,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,2.6530612244898,7.99701600442813,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,2.83673469387755,7.93674455162114,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,3.02040816326531,7.9042277305846,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,3.20408163265306,7.89973959503168,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,3.38775510204082,7.92331797123733,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,3.57142857142857,7.97476413923621,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,3.75510204081633,8.05364450764647,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,3.93877551020408,8.15929426800379,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,4.12244897959184,8.29082299780698,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,4.30612244897959,8.44712216505201,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,4.48979591836735,8.62687447100612,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,4.6734693877551,8.82856495248032,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,4.85714285714286,9.0504937500298,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,5.04081632653061,9.29079043447103,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,5.22448979591837,9.54742977097084,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,5.40816326530612,9.81824878784671,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,5.59183673469388,10.1009650062216,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,5.77551020408163,10.3931956768924,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,5.95918367346939,10.6924778622828,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,6.14285714285714,10.9962891942285,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,6.3265306122449,11.3020691326473,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,6.51020408163265,11.6072405459236,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,6.69387755102041,11.9092314311282,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,6.87755102040816,12.2054965910128,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,7.06122448979592,12.4935390850846,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,7.24489795918367,12.7709312739703,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,7.42857142857143,13.0353352797059,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,7.61224489795918,13.2845226895119,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,7.79591836734694,13.51639333699,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,7.97959183673469,13.7289930024505,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,8.16326530612245,13.9205298831933,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,8.3469387755102,14.0893896949281,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,8.53061224489796,14.2341492770588,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,8.71428571428572,14.3535885871665,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,8.89795918367347,14.4467009835996,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,9.08163265306123,14.5127017095101,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,9.26530612244898,14.5510345068313,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,9.44897959183674,14.561376304454,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,9.63265306122449,14.543639941089,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,9.81632653061225,14.497974899868,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,1,10,14.4247660484905,"Sinusoidal",11.2298668518331,-0.832938345882359,0.3,0.05,-0.0367423461417477
1,2,1,10.3693029658232,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,1.18367346938776,10.1691235202029,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,1.36734693877551,9.98094017976084,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,1.55102040816327,9.80633896494924,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,1.73469387755102,9.64679142525271,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,1.91836734693878,9.50364223688139,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,2.10204081632653,9.37809786975934,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,2.28571428571429,9.27121641932386,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,2.46938775510204,9.18389868883384,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,2.6530612244898,9.11688059734598,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,2.83673469387755,9.07072697734497,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,3.02040816326531,9.0458268143015,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,3.20408163265306,9.04238996827945,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,3.38775510204082,9.06044540522273,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,3.57142857142857,9.09984095282853,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,3.75510204081633,9.16024458306463,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,3.93877551020408,9.24114721052152,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,4.12244897959184,9.34186698301467,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,4.30612244897959,9.46155502827553,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,4.48979591836735,9.59920260829783,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,4.6734693877551,9.75364962104183,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,4.85714285714286,9.92359437784369,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,5.04081632653061,10.1076045741255,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,5.22448979591837,10.3041293609438,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,5.40816326530612,10.5115124156374,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,5.59183673469388,10.7280059014138,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,5.77551020408163,10.9517851982224,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,5.95918367346939,11.1809642807611,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,6.14285714285714,11.4136116140106,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,6.3265306122449,11.6477664323275,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,6.51020408163265,11.8814552648935,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,6.69387755102041,12.1127085682465,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,6.87755102040816,12.3395773257102,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,7.06122448979592,12.5601494738232,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,7.24489795918367,12.7725660173248,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,7.42857142857143,12.9750366968775,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,7.61224489795918,13.1658550774806,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,7.79591836734694,13.3434129304057,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,7.97959183673469,13.5062137874454,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,8.16326530612245,13.6528855532363,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,8.3469387755102,13.782192069361,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,8.53061224489796,13.8930435327655,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,8.71428571428572,13.9845056806839,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,8.89795918367347,14.0558076646616,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,9.08163265306123,14.1063485473116,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,9.26530612244898,14.1357023670512,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,9.44897959183674,14.1436217281314,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,9.63265306122449,14.1300398857031,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,9.81632653061225,14.0950713083471,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
1,2,10,14.0390107133253,"Sinusoidal",11.5924766313237,-0.637832972489143,0.3,0.05,-0.0367423461417477
